Case_ID,hsa-mir-1248,hsa-mir-508,hsa-mir-222,hsa-mir-548e,hsa-mir-2110,hsa-mir-450b,hsa-mir-520a,hsa-mir-548k,hsa-mir-522,hsa-mir-381,hsa-mir-411,hsa-mir-1914,hsa-mir-421,hsa-mir-449a,hsa-mir-129-2,hsa-mir-206,hsa-mir-4787,hsa-mir-579,hsa-mir-577,hsa-mir-632,hsa-mir-655,hsa-mir-3622a,hsa-mir-937,hsa-mir-607,hsa-mir-942,hsa-mir-3176,hsa-mir-4423,hsa-mir-1258,hsa-mir-190b,hsa-mir-4443,hsa-mir-1262,hsa-mir-4726,hsa-mir-548o,hsa-mir-449b,hsa-mir-1255a,hsa-mir-5193,hsa-mir-4286,hsa-mir-30d,hsa-mir-3615,hsa-mir-3064,hsa-mir-217,hsa-mir-3944,hsa-mir-374c,hsa-mir-585,hsa-mir-543,hsa-mir-377,hsa-mir-376b,hsa-mir-23a,hsa-mir-452,hsa-mir-4461,hsa-mir-4676,hsa-mir-27a,hsa-mir-4484,hsa-mir-4707,hsa-mir-3140,hsa-mir-3609,hsa-mir-765,hsa-mir-5690,hsa-mir-5187,hsa-mir-191,hsa-mir-4424,hsa-let-7g,hsa-mir-1305,hsa-mir-20b,hsa-mir-4449,hsa-mir-1269b,hsa-mir-346,hsa-mir-3173,hsa-mir-188,hsa-mir-548q,hsa-mir-499a,hsa-mir-449c,hsa-mir-5001,hsa-mir-372,hsa-mir-4745,hsa-mir-1179,hsa-mir-24-2,hsa-mir-184,hsa-mir-1304,hsa-mir-1291,hsa-mir-2355,hsa-mir-2114,hsa-mir-1185-2,hsa-mir-597,hsa-mir-3188,hsa-mir-3136,hsa-mir-383,hsa-mir-412,hsa-mir-137,hsa-mir-221,hsa-mir-5680,hsa-mir-378a,hsa-mir-363,hsa-mir-30b,hsa-mir-570,hsa-mir-5010,hsa-mir-3117,hsa-mir-212,hsa-mir-24-1,hsa-mir-376c
TCGA-A8-A0A7,0.21209497933392857,0.3546115530919713,0.4490067432323352,0.3019067373867762,0.1877835548311371,0.2768847380613204,0.1187559061899714,0.23762658553287463,0.1666244571221246,0.3983122279036237,0.3290127966255514,0.35488904727970144,0.39065686498991786,0.0963451927580437,0.11573317276273175,0.11382541040928533,0.32230824520173945,0.2623503083273778,0.3860208961267676,0.3709989290260526,0.3576252074839458,0.2983237152640438,0.3208942796647292,0.4412385558172734,0.3062669676563822,0.2457757182824099,0.3035572789433638,0.2410565429481492,0.1184758854650968,0.26651144927838594,0.325951591043059,0.198130149061906,0.9072701919669484,0.09399272401499488,0.22796106093986762,0.29624277064279325,0.4436958352105653,0.5773562653892184,0.3343027159978123,0.3489720937939076,0.3233749156830618,0.42533712661074674,0.31413192427354336,0.25834629019491934,0.1904839472846502,0.4670693216629345,0.342806655566697,0.4772198263481826,0.243835015598225,0.23260623151117205,0.5330333528653817,0.3431080332471294,0.4010737828854504,0.4491341563254645,0.54628425368916,0.1529008666716351,0.46436015302160355,0.27052590088490835,0.3226174474042016,0.5725767676818343,0.4430570041427641,0.5529595494722788,0.33490041336974435,0.5645941582999379,0.11859274225983024,0.14453388267020373,0.25668495094477956,0.4182569511322023,0.2816114231824171,0.643685325004327,0.2516382732276665,0.07053515033500476,0.3122696482874766,0.1604784427564968,0.28860172539870155,0.2132040497040513,0.3341045967307023,0.4856475902169692,0.4246180267045699,0.24591712202865032,0.5318083224534796,0.1819675166734632,0.39599087613672074,0.3971412081764962,0.35694993670931013,0.265647564122184,0.09829618802883085,0.1535260238622202,0.16051970901174134,0.4618320889160761,0.2791493785452278,0.423638884512882,0.3752416642654709,0.4981156130105996,0.3806258751533867,0.344415926179866,0.17457539141084438,0.3724865945468534,0.3751380019035311,0.5865703750349921
TCGA-E2-A15C,0.0956920860212401,0.278263603509878,0.376205714235828,0.0852732188811811,0.0974595338705767,0.4746827082701247,0.085801615813305,0.1858017750005044,0.0599669139532398,0.5925959101274486,0.465122297959642,0.22304132394218196,0.3218987748508052,0.1400904082844246,0.0946966534478244,0.041595616892152396,0.0694725321808045,0.1361596268820271,0.0828885106814271,0.1047882308071607,0.4548080598902834,0.12393758232495905,0.2985176972809869,0.2366667084345014,0.2436851444974947,0.13821257200621306,0.22880589381427044,0.1827189585679986,0.512405559358978,0.19885167280858593,0.23602891422921524,0.0637854457679482,0.1613842809753916,0.07257394276659472,0.0717298868743778,0.1040658016307952,0.1731486185748061,0.5525762764958053,0.1204191958957871,0.0985667759358039,0.4063659765882697,0.2386942534131041,0.0662813630690069,0.15633757236124715,0.201943055875638,0.4047503553468778,0.285717262912274,0.4579888957060616,0.2007201400987521,0.0578178999237843,0.3851187231485716,0.4325128927802668,0.2054917377296188,0.2304143615535095,0.24522576986622657,0.08722060564384564,0.23209608138167187,0.1676749312302469,0.19819017083646678,0.5011886767813403,0.2996512412401906,0.4932247399742462,0.1019157359803957,0.426214012015815,0.0740143529833852,0.14128506713815642,0.16547661504495742,0.20839463694061017,0.3438992057958553,0.1818081970770302,0.3255507154102441,0.06477645570567785,0.1644206348293046,0.0832881997648222,0.17305381083718,0.0602192443737233,0.4717156178645632,0.3275656261726165,0.0508470096209219,0.1452797997345256,0.454264439422539,0.163966090008359,0.31304537104236113,0.23622091367292547,0.20630846187966842,0.0750318561179476,0.0322467000398695,0.4420851832817187,0.0835916646122607,0.4862587238256045,0.13382166375650473,0.1956362433511473,0.3801359802499354,0.6532145009726088,0.06770533599157,0.2582746949218229,0.1882588147168404,0.2963736191013879,0.4890714620721288,0.4239025945341703
TCGA-AR-A0TZ,0.1137242222468681,0.1887568413635954,0.2422554365600888,0.4213541698852536,0.2620788941275263,0.4666443737220577,0.08879871975774094,0.22992621581557046,0.08894103077139405,0.4302219287989703,0.4210752431161312,0.2432624790398841,0.5280682242914767,0.134463540192523,0.0516618588162938,0.055140750621320074,0.19663302254122159,0.1289665695371006,0.10481283221673449,0.182376226212482,0.110715500789026,0.16893645224386192,0.3391305981410344,0.2419194384797917,0.2349069054749363,0.18309271133071625,0.2556958302602942,0.2118742373580309,0.6089401622211772,0.2530958978566565,0.2786872383195253,0.15563506232888819,0.42867427816393144,0.07653966803477254,0.13928608299629874,0.20614445953769825,0.3354619149555429,0.4267162326195028,0.2326108485736182,0.2996455974106687,0.0972414877136281,0.3666898859789275,0.7373299878103126,0.23514087081862697,0.1571103493105129,0.2308414750343809,0.1166949600769649,0.5325586234354103,0.0726271385990226,0.1006278120587391,0.35967568654734955,0.3878250312417688,0.5131575111115045,0.30683105173196795,0.2249590359455754,0.09984300734608668,0.3161579575633839,0.21960338522016926,0.21084307665250493,0.390636332495244,0.42797767653858093,0.2160439697441711,0.4155691381492734,0.1451570255247146,0.10595468971326656,0.16935204999365516,0.2041244010363316,0.2496129111453012,0.0871827519231884,0.2771253544599136,0.2322500979105836,0.08770489034875469,0.1557346015160587,0.13718959767878822,0.20547051192979393,0.13818592596229937,0.3773038142511569,0.2134736547329193,0.20951065940211158,0.1718348991102485,0.5311657801029224,0.1562467779304926,0.3211067795457778,0.28271998793555403,0.2291725579083061,0.17712342029995828,0.07654637730624608,0.394106276438946,0.26541789705363633,0.3490584384858751,0.15830834748351721,0.2765227507695518,0.0469301387037318,0.481339952368088,0.24628992118376844,0.2530333909384554,0.14652191283293603,0.2564866466552973,0.3891890354387313,0.4103039622954639
TCGA-LL-A6FR,0.2107208697552233,0.200845142582803,0.6190161536191054,0.2062320861195494,0.298764734429416,0.3986292940889233,0.08842124626598821,0.2218197004847323,0.06231761815324935,0.6822600867191884,0.5025045238872621,0.26465909097677875,0.2413433752459205,0.0310197421677207,0.0615406271182451,0.0405927510115613,0.1440325782466769,0.0844675140395924,0.2597816953000853,0.21272368906428166,0.7185198153288437,0.16202543031895777,0.1615583000189094,0.1584467481734765,0.2243948587014051,0.1945134579877767,0.22952230093427806,0.0488778162869911,0.2022796080093696,0.2109739379265271,0.1900585178845787,0.0727092854451174,0.27113898576416295,0.08630250582029497,0.0817651857238542,0.2157524023621548,0.1973728047332936,0.3945780325034078,0.3495924251486729,0.2822452063768396,0.2339695800064177,0.21959835793510038,0.34703518491327096,0.0880168255954635,0.2234781554078116,0.6227410442010174,0.4769851446085786,0.4775879488922472,0.4104162108472435,0.1198698382428037,0.171617874222369,0.6790398031018658,0.2297383214430594,0.20825447909752184,0.25702064350909554,0.07143882829491298,0.1907039803036351,0.14109383514213442,0.15386364508864486,0.2392477008107834,0.1565030078438363,0.4488619339041981,0.2112948205049007,0.1834951029419303,0.045915287394054,0.0279136850058796,0.1962893731234043,0.1084375071869028,0.5008519705647794,0.2072438929975853,0.0870856980831506,0.06708356194694565,0.1855141348163321,0.11560703407358534,0.14198794431440237,0.0817350478800177,0.6305374094628875,0.3475848378326681,0.3073602527490823,0.0647400629968131,0.6513958294323576,0.1065568384716013,0.27749353283332384,0.27055969512473266,0.22908052615096175,0.1555583386420414,0.09712723472870172,0.5346937277871754,0.13937328648126385,0.8169191985472299,0.13657223925001966,0.3690346333617842,0.1398200278968178,0.5093010953095994,0.1403687730647857,0.1108897384780437,0.2600745728701407,0.2119803519782642,0.6352161821303921,0.5873423916744992
TCGA-A8-A09G,0.1811893395391564,0.22482927057314103,0.3785675259449801,0.3324339970800087,0.3113108687192044,0.3712299895739576,0.11262999067208397,0.22471509268991138,0.1611544114397369,0.3987769254273271,0.2719349863413708,0.2832616948614647,0.30151020273989854,0.10387512802270729,0.11820590676110583,0.04825184184905458,0.23781380450126804,0.21677901486058018,0.14045398248695232,0.288796819093857,0.175320463178143,0.2504226021524533,0.2142266497497755,0.4090000685348133,0.3172697525677236,0.22038601286796894,0.2989607029227097,0.17097399889851986,0.231684480015361,0.2716675019689644,0.34554978786697954,0.22764212601111694,0.4867062202040357,0.10865825920312912,0.1960732206034731,0.25416622843174724,0.4568512268967833,0.4250696556324747,0.2763071997233322,0.4478630900958194,0.2194018944533301,0.40056710982331956,0.1826717244111174,0.27036750960510847,0.244462897640562,0.1560241034163973,0.23368154206324696,0.269707584568895,0.1939981480024314,0.2418114753079891,0.3904504549724892,0.2180495568034635,0.38812918579457345,0.37113472147989823,0.32532302508557726,0.2990039504634217,0.38638530149407985,0.3828416071196759,0.24605458206869785,0.673032991916269,0.4533888134318338,0.4347341859767637,0.21604237127222903,0.5675526117202683,0.1266354667364692,0.14361147946477407,0.28168083540310496,0.2621749181313486,0.3468182828388471,0.4138825632942348,0.24446269586101133,0.0884880672141032,0.2351519724849704,0.1675245003102207,0.3060203572685321,0.1722119765238187,0.1470893789987273,0.6123123966684081,0.19474142022435129,0.1565253679868608,0.5274812574164428,0.18339563734836883,0.45277602624488994,0.3250549293668387,0.2927366030869515,0.21129521168056034,0.08933736486084602,0.5743645484502482,0.13122242716437607,0.259757813060132,0.3582541569854776,0.4952120471431871,0.4595926548480604,0.4302942530446442,0.1865961999685759,0.2681038033913709,0.1600599844025316,0.2649951821347088,0.1695537097348749,0.2362762288874225
TCGA-BH-A0BT,0.1768744205939917,0.0694919567002564,0.4261122432899278,0.27906507841366784,0.2507764862469721,0.7574488295122979,0.2604044570557406,0.21954303895402155,0.3018531000424706,0.4278968098873794,0.4285278714122483,0.2897123761374758,0.2077871147643639,0.3895863538189555,0.1255251902253738,0.10655369068050174,0.18096854986960892,0.17926751181732037,0.11133701507588391,0.3469059464129897,0.4112972598158111,0.17163239560067167,0.183900045020812,0.31587110797816054,0.132754939319087,0.17234077520814753,0.2645361589822652,0.2431018559959014,0.5663108926151598,0.2526484657170841,0.1917322759737839,0.1334065307892582,0.3375333791217997,0.2779758626571922,0.1840835784254467,0.4920366338179933,0.362138356750727,0.3473691781812802,0.2574219972257652,0.3524931044543776,0.2952502660263458,0.2941892724045793,0.2701234374445771,0.2155936559412645,0.1924058660310637,0.5687068454573607,0.5570218644648015,0.3831937389957338,0.506733980389999,0.2387719236373814,0.3095764796965654,0.479188067115839,0.28276426435009394,0.31586582668191965,0.3357071154343356,0.11846884143002522,0.7270875440238561,0.22943451993150396,0.32180313133446836,0.7790982891149405,0.3595980300233785,0.6450498504402877,0.22973845396420883,0.2727019659905796,0.0842450749437785,0.0512158502917676,0.28932390086987,0.30602270484107774,0.2840008356878264,0.8596127823785318,0.1597842805291114,0.17712438882195247,0.1871478726107062,0.1620976160880324,0.1969743796390059,0.16699625456695444,0.5461862109835107,0.2090989701789458,0.13451668085694535,0.203107008870675,0.2987873339938036,0.2549923783764562,0.465187529687908,0.3630142337525515,0.2707599123915324,0.1569282694956723,0.1715091543838265,0.1550750496333115,0.1310050408993065,0.4131664132507626,0.1979462069508192,0.1056450721746867,0.2605549209696443,0.6393743412297533,0.1416049363896606,0.2034597812359238,0.17093896891583607,0.2559681116365559,0.569368326648821,0.4319974362126955
TCGA-B6-A0X5,0.2873523756022665,0.1306692612808685,0.3249555569465618,0.1988412538896141,0.1236776556418376,0.0951818722019601,0.1233626849761735,0.2384365670437206,0.18380608451551492,0.2970200629366767,0.2387515406034399,0.29213797893541843,0.2285035383407928,0.11888579232003035,0.11276196614322892,0.12044624579028797,0.22710679800514655,0.26700734679262017,0.12085707898127104,0.323618041478148,0.1483359946411056,0.1553327364471429,0.1529631512156792,0.3241222798449789,0.3084171419776869,0.2323896732402087,0.3090028533780642,0.2102215907727411,0.4775485880078518,0.2557891240814487,0.322456015312137,0.21634264563639213,0.5158858283923354,0.10297138471837707,0.282094446890084,0.25985419776572327,0.35493876028733923,0.690417163659444,0.1851355060357551,0.3396235384787078,0.5265209229552921,0.30667852824089986,0.3415618857292422,0.7916726508164477,0.2772529691136221,0.2226415358739875,0.156347239991317,0.3350863691628332,0.3593909010203658,0.6363250978886681,0.3722228860180062,0.3274687011810842,0.38603640408288464,0.3655926842637123,0.3597927191818358,0.100703284441271,0.32165612441505703,0.26723056979098264,0.2629675580804311,0.6664668882188707,0.36183173798695345,0.4596285586604143,0.26146638635949987,0.140840114422435,0.093925358528686,0.4748342747105094,0.29801960103959624,0.4902179563724705,0.1970013705676755,0.3968363857543176,0.1781444891106152,0.10130601565761495,0.28230915301105136,0.15528980208151902,0.3466242021487431,0.2368261707075449,0.3405587211559235,0.0468735807583946,0.2071317793216136,0.3957348820875436,0.4920369773202351,0.30521065332929626,0.43732077970997096,0.363063934649835,0.3219027527371927,0.2208496733132005,0.11660424127831608,0.35570110486639367,0.11224583499333826,0.3725070151582531,0.2294673398396507,0.5203482826102235,0.0628767313849617,0.7390018648929441,0.4717613901329185,0.31359261964315815,0.18472684853300592,0.1052773487081942,0.3338946965846867,0.2679682136727579
TCGA-C8-A27B,0.5717416129602445,0.1019929429627042,0.5046649714408881,0.2617602733754275,0.3687254927675383,0.5864764123837833,0.0590181016605937,0.1799157527725768,0.4448089868647236,0.4116061715383369,0.1906006583116255,0.38683508786459236,0.3704043653605962,0.0478806533765804,0.0522281301174443,0.15407441902859456,0.2132574476996063,0.6775395754772853,0.5492909456827558,0.1843752720324068,0.2617031180602082,0.2586537085518837,0.5521970195111056,0.412829194635405,0.5865661968961018,0.30974485122102763,0.2917225329217953,0.22493804719585003,0.0588789398105608,0.3123721319234551,0.1612983400856748,0.1957999937220193,0.44549630602387474,0.09870149135520118,0.30289115039011316,0.3132096538363309,0.5110616951229323,0.7471276490639938,0.4130099354636576,0.288300915090499,0.1520292349650733,0.2349939107213507,0.2034616253998138,0.303240720789429,0.16153583346615352,0.2212868118601947,0.2058199467216211,0.8304515198408162,0.9260486084627184,0.2378584027681053,0.49016603919283414,0.6798900081220642,0.2214311999979019,0.3894099236062464,0.3983822079278493,0.1854756107341788,0.6389458073498855,0.2586398789002651,0.3748727636445103,0.4729191602380145,0.44073063710110744,0.7167336703326757,0.3128472369344758,0.5201612657449312,0.21594335566652723,0.22434684298986662,0.2453177547874253,0.3913518839066556,0.6672790210158842,0.3198921819329752,0.23779180693344837,0.08792167343346487,0.6220641243687498,0.1864716177799373,0.165708357207012,0.14192350505523793,0.7069906067005642,0.0617057128407267,0.4258230939098614,0.2336474368999374,0.6227078874071557,0.4875963219715833,0.5326446080853754,0.4771277124601598,0.4966953824936193,0.230322713590376,0.18260920593526767,0.3014585534507702,0.3991179175640794,0.5459906882364003,0.138728817201894,0.6645636611733123,0.5602809911768928,0.7290159948198592,0.6190648335741521,0.38158513576954184,0.27602463523361237,0.6285205620869082,0.6989484182081875,0.1596233379287617
TCGA-GM-A2D9,0.1044874526549566,0.1687938031963672,0.2198045427427049,0.346392441406715,0.2154533038150027,0.4561063267567199,0.052828469587078215,0.15869577557356226,0.054200653917576516,0.7272641029842332,0.6498999980920855,0.20004917795040222,0.2670520705914623,0.0301318626918125,0.0328677813348031,0.0114195486217787,0.0769253013591113,0.0820497965843265,0.0151538183005363,0.0611167944073636,0.3772465486485765,0.11919840669822439,0.1467463839304367,0.220040802548485,0.1885854003280471,0.0906306265220506,0.1477152832580044,0.2076983269736822,0.6683741987044762,0.2054190759377688,0.1015069572600293,0.11643642964725753,0.2554755854317648,0.0750318642393057,0.1523199730163867,0.0606954440791281,0.1009873765578672,0.2597667552764018,0.3135246617242256,0.17857860760569916,0.314446301566723,0.1478844533631861,0.34785719724876496,0.1998484294338646,0.0851699526074439,0.4454426083567627,0.2324268523389154,0.4206990332906017,0.3662910507041014,0.1399409581036151,0.2383320277056744,0.5694816821091095,0.2540435750294327,0.0739884612754246,0.21506360084619133,0.07528836222832357,0.14376742455948002,0.17097435221470567,0.1442500173764752,0.4476924417978243,0.23461299790023957,0.5395303162831675,0.1724911279769259,0.2651425081591662,0.0446010520568554,0.0271147103438826,0.1449559829887947,0.0554829191695271,0.2426410863456495,0.25985174296540253,0.0445580950071201,0.06557721014538548,0.1806296195724279,0.09149895239129,0.1042822333057333,0.1326922987378411,0.4883314486512831,0.7828208312255174,0.0563016981750349,0.0331247718198756,0.3077554481248155,0.1037512382278674,0.29318045681245,0.26373394731598476,0.13680792902015101,0.0437616561424962,0.0188075981574636,0.4351993410910478,0.08863190144605347,0.4832179142184631,0.12033108151668914,0.5506983132070211,0.2926551276433163,0.4315281735436894,0.0394885290858016,0.0567376229527563,0.2429484404533979,0.3728021199448801,0.5037251920986547,0.5941053309963771
TCGA-AR-A2LE,0.1346573438191431,0.0881792953881179,0.3508032051913361,0.3069496022933661,0.1407618570269379,0.4568397697762507,0.10382498394126417,0.20107490081809526,0.0981538406320698,0.6070172273913851,0.5274958880711818,0.2560690401696125,0.3312283452538658,0.07099479553447584,0.1305684547792384,0.06986916148278179,0.15594198933881379,0.1395661299777878,0.12315443431850742,0.22254261791415883,0.0951346909308008,0.1455563316822615,0.1710867529801382,0.2078745148232133,0.2669147757362858,0.16914027216047367,0.24424614312617493,0.1886111947894251,0.1907650329686126,0.3662989055788337,0.25151701228000034,0.1388824495711506,0.36426310510391097,0.09170325964176358,0.16539299003974825,0.16437515947345763,0.2685324023614346,0.3269906648211407,0.5073027646527025,0.3548011095369978,0.1904974894268955,0.2650571862712575,0.175905334674354,0.2455566020470882,0.1427860612060517,0.3815561652837222,0.2413519438055952,0.3443738455208898,0.3550595976555893,0.3296030863542006,0.2251543988766952,0.5286529448771118,0.25548255881231685,0.26757261170041347,0.2992625977784519,0.0645856446657891,0.3403529526826436,0.22823017689014446,0.1362742819880764,0.457505467039359,0.35582445622833325,0.4209153991359908,0.1524149067721527,0.0825709552147097,0.0602386492625105,0.1453312611117876,0.20328738579029454,0.26190637239003267,0.2203427724598665,0.2718940224622329,0.18200062403124742,0.05857032290135087,0.3935984252506025,0.1202940461719816,0.1891023115722581,0.0900578348261748,0.5126905849872607,0.2075776861337094,0.16828191571426274,0.1507274720787574,0.5696165566299525,0.1943192722899294,0.40855918082970305,0.2864270727769367,0.1805594142344733,0.16574721677106005,0.1838290887750986,0.5453995947930013,0.0680334119380567,0.620496382917789,0.15656860038343237,0.7006420654372094,0.2153951029666958,0.3903315514507396,0.14520626768347028,0.4279046744115137,0.15996433863205428,0.4060019445719026,0.5279826014788416,0.3248104486801277
