Case_ID,hsa-mir-370,hsa-mir-323a,hsa-mir-382,hsa-mir-513c,hsa-mir-551a,hsa-mir-1185-2,hsa-mir-4733,hsa-mir-658,hsa-mir-125b-2,hsa-mir-152,hsa-mir-548l,hsa-mir-190b,hsa-mir-1305,hsa-mir-377,hsa-mir-1260b,hsa-mir-935,hsa-mir-665,hsa-mir-541,hsa-mir-154,hsa-mir-654,hsa-mir-455,hsa-mir-134,hsa-mir-5090,hsa-mir-431,hsa-mir-95,hsa-mir-655,hsa-mir-99a,hsa-mir-199b,hsa-mir-561,hsa-mir-299,hsa-mir-3150a,hsa-mir-5193,hsa-mir-495,hsa-mir-1237,hsa-mir-214,hsa-mir-409,hsa-mir-380,hsa-mir-337,hsa-mir-3140,hsa-mir-659,hsa-mir-379,hsa-mir-216b,hsa-mir-3667,hsa-mir-506,hsa-mir-4423,hsa-mir-1185-1,hsa-mir-127,hsa-mir-489,hsa-mir-5699,hsa-mir-493,hsa-mir-4707,hsa-mir-5001,hsa-mir-125b-1,hsa-mir-92b,hsa-mir-133b,hsa-mir-1294,hsa-mir-410,hsa-mir-3662,hsa-mir-4424,hsa-mir-612,hsa-mir-485,hsa-mir-873,hsa-mir-137,hsa-mir-369,hsa-mir-487b,hsa-mir-494,hsa-mir-1911,hsa-mir-1269a,hsa-mir-577,hsa-mir-466,hsa-mir-889,hsa-mir-1245a,hsa-mir-539,hsa-mir-4524a,hsa-mir-758,hsa-mir-345,hsa-mir-487a,hsa-mir-3144,hsa-mir-4685,hsa-mir-615,hsa-mir-4449,hsa-mir-4742,hsa-mir-224,hsa-mir-4691,hsa-mir-584,hsa-mir-1295a,hsa-mir-143,hsa-mir-3143,hsa-mir-4454,hsa-mir-3622a,hsa-mir-4802,hsa-mir-4521,hsa-mir-3943,hsa-mir-543,hsa-mir-641,hsa-mir-432,hsa-mir-411,hsa-mir-548y,hsa-mir-3117,hsa-let-7c
TCGA-FD-A5C1,0.3413584587530945,0.2355146322069987,0.3929782799139705,0.10131352124628767,0.19517471674779668,0.12119629722174284,0.2893184936463011,0.2572191027992523,0.4809579795513449,0.5862176871728484,0.38411662635549915,0.32176078099053773,0.1832940865549005,0.2903017943640603,0.20491573876872293,0.0851699770266344,0.13078395141375254,0.0870527264856649,0.3241327939454034,0.3655034596411658,0.6479252387384566,0.5381872508140001,0.3068609367532062,0.276809632596782,0.4036548859097003,0.3525176118313059,0.5029764685575833,0.7267784387199694,0.1963482495526071,0.4379831918476674,0.4769271397936025,0.5604021977495687,0.3752057617004256,0.2511908216485738,0.6432689856248633,0.430855790591828,0.0835662113933842,0.4981892874443612,0.37067103531262385,0.24670521436616408,0.4040045955940138,0.060423499825839826,0.20778656444869828,0.07443623181161226,0.4915841363899341,0.1234182664130688,0.5281470107162755,0.14189278083763368,0.2793195485596748,0.3394748378442517,0.21633595188545915,0.3076528569044313,0.524477217857206,0.2777369122907506,0.1203003359014393,0.25287917676387894,0.275453209448001,0.27364136257992033,0.20674099269282847,0.22891962389863185,0.4007740162243952,0.17682696150482752,0.1692668507227911,0.3759426844584872,0.3789894908510085,0.1824196435256005,0.25596086599362566,0.25392426428184095,0.0936314343497685,0.1611060804907437,0.2887971014473366,0.806228462069727,0.4226224135415467,0.15905077373946447,0.3568988595559291,0.333774576976836,0.2094765841623316,0.28301869642995076,0.3676597210563246,0.1231929389663067,0.16327669401676315,0.37620527274443605,0.6173243162663902,0.18894991446069662,0.5949766083285389,0.1369360610360685,0.4504629591205016,0.3018372987524628,0.20618154973670133,0.1556652336399508,0.3146262503022495,0.1598304101621893,0.11963083545647407,0.1164354953317705,0.5381340119214193,0.2362530996248027,0.3427186829146208,0.22522642163526607,0.15035366535553,0.396041828184679
TCGA-E7-A97Q,0.3802850248174562,0.1598520751700528,0.4322556310682933,0.0668923267758685,0.17856122574669434,0.0801328119164723,0.3052496943874441,0.5842802936050062,0.5394239920573852,0.7081774335877864,0.4967645860026968,0.2641681482579335,0.16397709849038425,0.2248011579669718,0.3527020896482728,0.0681798203913764,0.0734434258080676,0.0696869890491596,0.4151396540952861,0.3955660077115723,0.6085534346521659,0.4194619526556125,0.5932015063399817,0.2945858963673631,0.4010733526733292,0.2512784742557762,0.4520242324681303,0.6413588484875088,0.15633955292057508,0.2952646311126097,0.5440323865464706,0.5174242799117924,0.3771569008606776,0.2350166194425793,0.5353152651977473,0.3736781729601054,0.2094887739097715,0.4956519058143626,0.3913076083710015,0.4265994609049906,0.4383695788208109,0.06860407394458312,0.1183579960408637,0.09748871971419659,0.1291206215834351,0.0541598877775526,0.4945214304460655,0.3470354417654858,0.4191126871184958,0.3985956913095362,0.1144756575154068,0.4873105698700088,0.5745773920120604,0.6171395947627116,0.3015760730170108,0.3445257349124279,0.3766786231680262,0.0855291668556705,0.3180161314710423,0.20507535790269812,0.3849620208321229,0.0575057175697858,0.0444600209016119,0.3908965455860304,0.330927433748456,0.1839276639900538,0.31410993297979,0.5312888846815745,0.0410884719435483,0.0706985075487667,0.3504164638527607,0.357796863079946,0.2804360445726025,0.21173222797975605,0.3637531474530815,0.3542700921018942,0.1942482749324011,0.4136304396292002,0.2943170189998386,0.2248568836691861,0.0673601782782457,0.852797385309134,0.8108840361621271,0.2095067593764942,0.6381029617529308,0.0600919289661019,0.5070532406387449,0.220216353748424,0.1318375918861371,0.1128500634480273,0.6429612902873927,0.2917291221899254,0.1249169883282942,0.2349531102532872,0.257845287856067,0.3508806354254395,0.4234203591626088,0.33428792198658064,0.120360322463389,0.4161451986297499
TCGA-KQ-A41S,0.4486992123448962,0.213829868919015,0.4965331843252432,0.07603191046485148,0.17190218759780515,0.0480309235032745,0.24432864084803832,0.18578726361541137,0.5533841312715095,0.6547201423399165,0.28800991643747076,0.08680005442395,0.0482122413784316,0.2726434989389997,0.14691822545429037,0.0422697567464016,0.2059947543726154,0.1642734499904808,0.4296459276339454,0.3918532550529948,0.4783771832780234,0.4750799277416166,0.1791008127618294,0.2945983133068791,0.5311269805174572,0.3833017706860105,0.5794199663242576,0.7235059533316901,0.1385932303454938,0.3936550653544735,0.1291310235174691,0.3437879369079382,0.443789854035047,0.25376095339328,0.5523802320673459,0.4350492833806681,0.2264987783743687,0.5201032079035476,0.241875338198749,0.2749635107498669,0.5060321511914375,0.04047094313419878,0.14187446691861239,0.06154511333362191,0.17269251267034721,0.0324629744617114,0.5637142196649326,0.10323916830301844,0.3835054919516124,0.4330353509125415,0.2337552742622331,0.0702254172746689,0.5946127161117997,0.4335957885719842,0.2526881501516353,0.18997312366998131,0.4392913279225364,0.1375722724723494,0.12089220243936592,0.18731496183592505,0.4044618224251017,0.10952516995106962,0.0715132198110192,0.4030114468560701,0.3879150460597046,0.1998652869046206,0.0537210892968795,0.238090059710958,0.0464691677977523,0.13314107444491755,0.4106724602123552,0.5468485853891385,0.3581051357999079,0.1182296355094943,0.402362298502434,0.2600914806901585,0.2535155730152827,0.0790776341996897,0.24562564928210545,0.24039820268855128,0.11541652943462323,0.4828598151948156,0.7166413717265125,0.0688394805959313,0.5623974042908214,0.14797680710349947,0.4619433257773973,0.1319958028190236,0.1491022393781294,0.1581538696835365,0.1978614224202711,0.1432207685724004,0.0665697800899278,0.3242148314198304,0.2909805938191056,0.3814859666696153,0.4140385164429829,0.1761484233523462,0.2074637249058845,0.4894839303515134
TCGA-KQ-A41P,0.2942980090672767,0.2397529039454422,0.4243385011935063,0.1057227149245511,0.1700801438331927,0.0640090362071311,0.2459004230077471,0.2529080113564659,0.5077239023345593,0.6022655152496514,0.37002487628286973,0.18098235606590923,0.13125783238347105,0.2705377532852132,0.1418619147229808,0.1460857395231253,0.1914092542459952,0.0305148751224919,0.3486987845502664,0.3338453662422704,0.3367936020919566,0.4306986501297304,0.2317843209509642,0.2383075500301011,0.2591827613998858,0.2814456469591689,0.5707317592514799,0.6229721696413748,0.3367815777500304,0.3158850276464193,0.22679366943180126,0.2273136578891993,0.4005168416605517,0.2898012570910202,0.4825444362779131,0.3807305559945818,0.0543246931715212,0.4757503995190408,0.1713476642748718,0.2791140456572731,0.4257782947377426,0.0403814410682542,0.21725970909859765,0.06098164870669296,0.18858546968303253,0.1668972065918197,0.4782495264416952,0.0666473181516121,0.1912093321326943,0.363864618118265,0.2983480140428992,0.24087674975069676,0.5371143628793588,0.3660306898359905,0.3639846983530223,0.21527151664605262,0.3459081958569048,0.0683195735566717,0.2252898887816448,0.21055460188997327,0.3738613343525123,0.09697442448746195,0.0355140799330428,0.3522296875760882,0.3373105082302509,0.2931237208951024,0.037942925320112,0.2503943205248465,0.13860488144022498,0.0564730379634774,0.3562313138878374,0.4125123081968335,0.3666904602175473,0.1192993533476186,0.3673960973039065,0.3416295822339792,0.1651135292911633,0.2765339174753356,0.2390081015386695,0.4219665665348139,0.1755550118782719,0.2484842774918798,0.5393359667702032,0.17170124253181998,0.6664049350521721,0.124832017818374,0.576352114859175,0.1759059269650774,0.1053101343965944,0.1653338567157443,0.1397484911956089,0.11943653465941956,0.0887150850594502,0.2183472757214331,0.3683818248596333,0.271998854134479,0.3731810114040499,0.14179747518231298,0.2578904816025293,0.4352158792364454
TCGA-FD-A62N,0.2208400243487207,0.0830209389153218,0.31905183944779,0.0241911561492477,0.1339242872112789,0.05485714589188515,0.18657470735582732,0.1821044869937637,0.4294891503928456,0.472114651534693,0.189928634304914,0.0523708671871909,0.1049431080980052,0.18059756639713,0.13951391249721012,0.0487631776551263,0.06061317962184204,0.0266435149200763,0.2410808875856479,0.1494797781806638,0.535837105172766,0.351452350519749,0.13839003947370634,0.1459025280856091,0.2810346233562223,0.1401630097060066,0.471693195760677,0.5931656781605861,0.11895922029495548,0.2102492731332298,0.23834744075472994,0.1029141158691799,0.2564764391336188,0.13193002757695654,0.3678631997889944,0.236453780399052,0.0852581202488093,0.2345970756397767,0.3678097384722622,0.2512703240301431,0.3275583999692254,0.05039918983105325,0.08254835626035,0.05183571821811857,0.0466955967801622,0.0195865559684068,0.3739963615835842,0.0301739450515921,0.181964979402997,0.2387445876862099,0.0798406332974498,0.1528589699540503,0.466532396269822,0.2668959093764662,0.1864419088690091,0.1295817887818069,0.1818288822584718,0.4081343680153844,0.0455433274105454,0.1460582195085212,0.184110507167617,0.16583692139736336,0.0580065207550089,0.2287628031833117,0.1850321990265689,0.1091432521474951,0.2381007357173946,0.0178208698943985,0.0536076963584744,0.13195805802420543,0.2247338261444405,0.4116509978943902,0.2453621814178904,0.1988209653545288,0.2381777280111222,0.0322755893485476,0.0882824571591179,0.191503684441668,0.0583478273766776,0.0854831052808721,0.0243603514709561,0.1891408032501681,0.2066372809758504,0.0415343437219087,0.3589595477279876,0.041910898516335,0.6054262487989206,0.0796397502810131,0.1302185507156878,0.0408114598176689,0.18599426473542305,0.0489179844187816,0.0401649185004216,0.11879288646334,0.0511173713189987,0.244123247323017,0.2105020840358045,0.15095412980905182,0.0860834151985075,0.3966049532290204
TCGA-XF-A8HG,0.3405338619707733,0.2467331796293131,0.3671341818231879,0.10426347910583074,0.19227176984511446,0.12906162851491407,0.3261721633470554,0.30413159122632244,0.4949176385136425,0.5505594393417557,0.4157755150189567,0.3012277637788904,0.12245968257779548,0.1865476504032886,0.18899994173578816,0.1022018268107861,0.14206702793886428,0.09877815745499026,0.4765876575205137,0.3460901310838944,0.512600553745709,0.349078848588101,0.27546870657221806,0.2827021799695489,0.2700383373923275,0.3258820949941005,0.4824972474504908,0.6262760528681284,0.23390846121943457,0.2921578007855869,0.26423499362738556,0.5701163725366345,0.309695744817324,0.2691078119018265,0.4694193178909542,0.3292795739376919,0.1632722616198246,0.5504006367444599,0.38717190162143456,0.2172433563769712,0.386471123170147,0.06716424934283677,0.2249690339726915,0.12604899476380765,0.19619093225647535,0.2411354918030312,0.4947058059622754,0.14453275834868717,0.3266498486877003,0.3824824648868479,0.229308847420691,0.30653890595011846,0.5353624662593802,0.2718434922397754,0.3967327459738993,0.4651527114536195,0.3582564326039341,0.24295549737100916,0.22657795033715303,0.25929329200084184,0.316807256541124,0.1154776298400078,0.2542030135331135,0.3826588803630356,0.2783341788054994,0.2099721306907648,0.26152734166052083,0.37359422177295265,0.5703529537299206,0.17577814363461985,0.26797901798055,0.1956856993337859,0.2697929268654936,0.4603298940531527,0.301181306850076,0.3706175234153752,0.1880801933566786,0.31405063005388867,0.7183361930912223,0.2665552568427214,0.2529902116786291,0.8011525456291538,0.5663059710190056,0.25666870043626494,0.4486852098008579,0.16899289121728042,0.454456078564474,0.3235906454653049,0.3605064807315504,0.20270109965980454,0.485073910110193,0.1917924657110651,0.1485439840164256,0.2916416615422202,0.3267928616224484,0.2883723211894302,0.3880359519538895,0.22580816412592614,0.1570625279596516,0.3093614286535143
TCGA-UY-A9PD,0.2821579593605763,0.0828890909490272,0.3645054241971386,0.08037910101915548,0.1681929889419931,0.0863727426017362,0.2445794271950696,0.470937702021032,0.5239111944034804,0.6264814360693165,0.4950670956189741,0.1986977927935769,0.0970446004348865,0.2502473466921264,0.2151123166617569,0.10654556471760555,0.09040582853788144,0.0460898505639376,0.182508189501072,0.3206121108986702,0.6046743774120797,0.3885158605829854,0.3088855919867472,0.1760658885622745,0.1313589012543494,0.1891295241506384,0.5342290581781008,0.6401287466391257,0.1039560947222097,0.2976666263075125,0.2939607046130722,0.45633348821123504,0.2960877288836873,0.3711828045020467,0.4843572737219662,0.332627635398283,0.108627517127537,0.4021923831411438,0.4992359032408275,0.4162940211668651,0.4159870976583194,0.053595068970203455,0.3505971886739235,0.06652098791352164,0.2022285235062419,0.065343495666104,0.4395094246754539,0.14028593190367844,0.4450215490860622,0.3425455362951337,0.1381140164369521,0.5583262878356917,0.5483673021995952,0.2574820956312721,0.573289993431272,0.23136576303607773,0.3212873581410737,0.21891179841517616,0.20956103003825446,0.1428067827822102,0.1838628344345728,0.16156172052485282,0.131698396879813,0.3009957717764041,0.2136386207907813,0.1558908108086967,0.29627792709949263,0.1082786390528568,0.0495729311588948,0.21151809120367035,0.170204705461231,0.4843279187429963,0.2429695759038289,0.1290399510087539,0.3208075341372426,0.404226052111869,0.13268673461327027,0.1591723843330398,0.285502284702549,0.2290914312710451,0.408587606391896,0.3543234492593329,0.1926273901345267,0.26414771649655877,0.8197077157894168,0.0725004585698523,0.6707518995896353,0.2656893680405554,0.3727880663507046,0.1361527494688052,0.2745674397612582,0.0846218150463239,0.1339957970250139,0.2434938582246767,0.2740825529842625,0.2422147919963543,0.3151554746126213,0.2710990719872164,0.1428991998555989,0.4573237699887771
TCGA-5N-A9KM,0.2554060962758724,0.1171408332447816,0.3242924855988257,0.06844754979404502,0.14565181562959173,0.0621951117728653,0.20646630884315573,0.21622924922144768,0.5275115747098117,0.7329422768174212,0.2113613084949235,0.112397153605017,0.0624298997946081,0.1477450698700952,0.13858449613462995,0.0757018127355229,0.09387302700572249,0.0296501272544855,0.2989547091686718,0.2979135471568819,0.5818971114827083,0.3088505201674573,0.15413664458567872,0.1642814717810771,0.0874695286787572,0.276924472608847,0.5661826093172145,0.673958561164627,0.0668761430049978,0.2200833855286609,0.23316548220301578,0.5763894995055182,0.2887913328439415,0.13301978929063,0.5458543991570293,0.2698153077744291,0.0284626214711046,0.3549303399051478,0.166491916814829,0.3839345071189843,0.3039109536378475,0.3801793194166939,0.21653398969297666,0.0780448090051596,0.1002170184659747,0.0648860081526683,0.4384280832942979,0.3492798494585439,0.3316562218791407,0.3140869960023464,0.1650927071564164,0.2373040821959219,0.5613566226511857,0.3908941504380545,0.2705741278446671,0.1407495741558915,0.1623159126223236,0.1732350144484279,0.14902717076719418,0.17497189335079305,0.1977473908665022,0.17190860229358754,0.1220043064580739,0.2625425365592218,0.237357614383237,0.0745104584436575,0.2732284354319384,0.3407608376808257,0.17023537508172268,0.154265693430928,0.2238784319136506,0.2459286038204616,0.2032358560222757,0.15647476112792796,0.2783611617066697,0.3349148024421445,0.1272188580143953,0.4533847244913115,0.4858880061983327,0.27247303303199616,0.1364346443006059,0.304339574703537,0.7203492169993576,0.18203937812536325,0.4706546510239852,0.1809705710549549,0.4868580274105341,0.2447185030414483,0.17029436348536955,0.3398549651700785,0.5268755362639521,0.101151533283116,0.0862010265762609,0.1034916102022324,0.3596313560186061,0.1786750225646876,0.2563189465238882,0.19744632128035253,0.1336391697661772,0.4678300370160491
TCGA-FD-A5BX,0.2026993843603319,0.1213478833780932,0.3723264620535754,0.08680039169878079,0.0598900240585499,0.08922837177516069,0.22308039861526846,0.1162956185305884,0.6732456854543211,0.7357437553395743,0.25930236425406156,0.1059302901115657,0.11868646447359907,0.1417325442771128,0.14362319409146962,0.4282722537457555,0.09564119860685816,0.0279441825809039,0.2854336416167882,0.3073813913128304,0.7270002228580967,0.2785659162395276,0.1903207049819804,0.1955700008517617,0.4203753435933209,0.2601005701320683,0.5662545545910089,0.7617061228564808,0.1175596520189469,0.2622641778757685,0.157590762752271,0.2081638654489171,0.3692163128154447,0.18636447815466933,0.762823278930485,0.3247194718849069,0.0268250009280947,0.4212064431102928,0.1569126662353332,0.2281169656068102,0.358367294124799,0.10720983706372769,0.08657815404658,0.0354673241225511,0.2481819328806597,0.07456292825647544,0.3858764133162022,0.5628674775523582,0.1775935500469617,0.3653539637909727,0.17445372886799212,0.3845948700743964,0.7126977449077873,0.4367809718026777,0.6853658327972049,0.1326514306208144,0.2213649284196109,0.0625640652191279,0.1158153908428559,0.1614942898219053,0.2103542910685135,0.1767319977237962,0.8574701218929284,0.2775648329609043,0.2449506169382699,0.1207578892834345,0.0347464647501473,0.7050604786490855,0.3591764876490218,0.17926147143752696,0.2650778682122793,0.6057240338994182,0.3339113983847329,0.1459259486196349,0.2692169032416683,0.216946309221024,0.1546444842231232,0.2535815593238672,0.1180198574772263,0.4195049912864894,0.14183094606010957,0.3434582602982714,0.6103159928393471,0.0840113085072493,0.2701920619003798,0.1155023178981331,0.6783801112159491,0.24891637424299137,0.14365625284375605,0.15395460794856114,0.24045976238500594,0.0956953140327247,0.0812413789874703,0.187050322914747,0.1033948503126287,0.2338693065732207,0.2592520968847198,0.2671508100022457,0.3908726864423783,0.512569847378247
TCGA-BT-A2LB,0.2813820759071079,0.1565285176358428,0.43115818020972,0.06732300398712512,0.124261983332662,0.1467495570541617,0.2280762672344626,0.5357732947530637,0.5180628294103602,0.7102683949967097,0.2232560916522022,0.14029837632587888,0.09041212557025323,0.325862872526906,0.0922279070887677,0.0441669512071222,0.0602111088485299,0.091760147162967,0.3209246483930141,0.4499271748462676,0.3911137774286586,0.4870901613889737,0.2611840213316514,0.2566288831799711,0.2640298573010103,0.3205588338604841,0.5979548008951903,0.653468703627389,0.1609087223729979,0.2976716502239138,0.20188280887339738,0.2333019259519071,0.3298154108400621,0.182424960015369,0.5363303448761517,0.3527498797659654,0.1314223235020506,0.4641362380064888,0.2492465290208023,0.1908297577767275,0.4996111459274088,0.047392856858015524,0.0970334118309538,0.0207403267286838,0.197647638347105,0.0822000852267808,0.5745669913728236,0.2222149956442315,0.1113508641995209,0.3764088568357944,0.1737431370391112,0.3685919275478097,0.5507997611298626,0.2892049389115331,0.6769590797755463,0.4355867186275129,0.297046650634349,0.0365857641144782,0.053869422954187,0.23102115559094102,0.2738397025838401,0.0245985164545362,0.07596127588423149,0.4155785577914964,0.3059942669373622,0.1900425462882324,0.0389424799003779,0.4404939213165088,0.10900039342752589,0.1502567316582067,0.3352368157436439,0.3360122279224095,0.281080711766367,0.0457506711640624,0.413371107096555,0.2959569693953717,0.2182301350478405,0.2002339088925253,0.2448718596008749,0.6073787110624075,0.1001798351866618,0.1815447027044352,0.1822224856206207,0.15117459098784816,0.637902356358222,0.1277143911313174,0.821474052009497,0.1805399285216377,0.11762413787327848,0.0482724894138227,0.0748366107700551,0.1064516114105141,0.10614108907756185,0.2714696015872931,0.2588538368314773,0.255047088735887,0.3245008427412253,0.14440693427462928,0.2628785626552012,0.4983118428012978
